Day,x,y
16421,19,70.3059623177
16422,21,51.2373413798
16423,22,42.5743176834
16424,14,40.7586175611
16425,26,49.167763261
16426,14,32.7144929446
16427,19,77.8526655465
16428,20,56.3581810471
16429,13,35.7282422193
16430,12,34.8225256289
16431,26,90.4202655306
16432,18,73.7576807581
16433,13,60.5819376628
16434,19,43.0153913741
16435,18,34.9085026027
16436,20,38.7468124678
16437,15,36.0175505673
16438,21,44.8048252135
16439,20,46.3494009274
16440,22,35.1253733499
16441,17,34.3118581063
16442,20,374.2090400184
16443,14,194.4988201469
16444,24,114.0730832118
16445,19,76.1103469831
16446,20,64.4128382052
16447,17,101.3548809192
16448,18,64.8111788809
16449,18,53.8093202603
16450,13,41.8532736895
16451,9,56.0656977734
16452,12,30.2109218694
16453,25,92.5815804116
16454,12,58.666985983
16455,20,40.0815264084
16456,24,66.1789423886
16457,16,43.6484211457
16458,24,31.0719900865
16459,28,29.0814489536
16460,26,154.4923265347
16461,19,88.507181242
16462,18,54.7649482435
16463,16,32.3278538211
16464,16,45.7710391341
16465,20,32.1528145072
16466,16,82.1990125662
16467,17,56.2681002715
16468,22,39.2849101382
16469,17,57.5674684054
16470,14,131.4118894196
16471,17,76.2407156254
16472,16,48.1466166689
16473,13,44.6235487467
16474,20,56.1363670628
16475,16,44.0062296895
16476,20,43.1082014995
16477,20,28.5441082871
16478,15,25.4731640762
16479,20,29.0366460864
16480,22,37.8070507767
16481,13,23.3286265721
16482,19,29.2924353825
16483,20,30.0143028567
16484,30,116.3677667473
16485,25,108.7522614392
16486,27,85.8163129504
16487,19,74.186039892
16488,19,42.0312911705
16489,13,31.675862957
16490,19,32.7861234663
16491,31,64.2710532521
16492,22,89.9113297261
16493,11,46.151316182
16494,16,53.6932887796
16495,19,75.0243591375
16496,21,63.6876078344
16497,27,64.9479357655
16498,11,57.1675333799
16499,22,61.3383426788
16500,9,58.8845276993
16501,20,211.9626813126
16502,15,120.718665753
16503,18,69.1390441175
16504,18,66.4459637938
16505,26,90.3408230391
16506,17,55.6542848687
16507,21,34.7218967105
16508,23,27.179409029
16509,23,82.9365425896
16510,13,54.9210035255
16511,12,43.3977787336
16512,18,39.6616910098
16513,18,605.9725132342
16514,11,309.3624130779
16515,28,215.7529923704
16516,18,116.1719262073
16517,22,91.3429620209
16518,14,55.9257231939
16519,25,50.0116755705
16520,21,50.8939206121
16521,17,41.6416453035
16522,15,34.9296522876
16523,23,28.8945652375
16524,20,25.4893672077
16525,13,51.6608019647
16526,17,83.6764544566
16527,16,110.8761229244
16528,22,84.4593578826
16529,13,51.5666553474
16530,14,39.4900898878
16531,16,42.9064751466
16532,17,265.1002562559
16533,18,158.7661964837
16534,12,89.3015404289
16535,22,108.314501426
16536,15,107.8119999459
16537,21,1693.9275682358
16538,18,861.7845075846
16539,13,448.150515882
16540,21,246.1407135303
16541,10,140.8255773524
16542,14,92.3707724885
16543,21,73.2840888073
16544,16,65.562786255
16545,13,61.0952778424
16546,27,70.5531916921
16547,14,45.2482998342
16548,10,59.5915787359
16549,19,54.1495193054
16550,13,348.1259981899
16551,21,224.401264765
16552,17,205.0787745073
16553,20,123.9966240722
16554,19,72.6592421018
16555,14,50.9474826074
16556,20,35.3482676546
16557,21,147.9267961178
16558,17,85.3592866973
16559,23,67.3133006583
16560,19,68.698937978
16561,18,191.5308959846
16562,23,113.2226826619
16563,18,65.9505148098
16564,16,45.4185849416
16565,8,37.1089816084
16566,18,101.3111874371
16567,21,73.2245283986
16568,17,46.2224353528
16569,25,56.3296132491
16570,19,35.6639839916
16571,22,39.4924464337
16572,19,44.0857781284
16573,21,333.8770710353
16574,23,181.750418268
16575,10,98.6875653259
16576,17,55.8706977028
16577,18,50.5554411748
16578,20,73.6800836305
16579,28,64.8497146878
16580,23,180.2001199669
16581,22,136.010723447
16582,17,87.0989798685
16583,14,53.9986460084
16584,17,50.9925338292
16585,20,206.6459908782
16586,20,131.0963470374
16587,16,74.2613871741
16588,21,67.1817362894
16589,25,74.9320995718
16590,18,55.7852628415
16591,15,34.4059959327
16592,20,37.780950934
16593,19,41.5606302501
16594,16,63.972102651
16595,21,40.0318720976
16596,23,109.3189996586
16597,18,77.0166933525
16598,25,82.4054871562
16599,14,61.9152133935
16600,14,39.0816714595
16601,17,26.2066437756
16602,15,24.3198505521
16603,15,21.1995615641
16604,13,13.718707676
16605,14,8.7701187552
16606,18,57.7058733294
16607,20,95.3748418643
16608,20,99.7192348403
16609,13,58.141617039
16610,16,42.8875684406
16611,19,64.258563499
16612,11,276.993067832
16613,21,172.8148255368
16614,16,95.4639787351
16615,15,53.6044384336
16616,20,56.5034871577
16617,12,37.3349830926
16618,25,23.950707537
16619,25,23.465178567
16620,22,18.3248951237
16621,12,20.1979534613
16622,16,14.0234452999
16623,20,40.0664194855
16624,23,58.5232579965
16625,24,43.4813997663
16626,13,51.7116525925
16627,18,56.7660153458
16628,19,45.1589300795
16629,14,30.7514293461
16630,13,46.4248802362
16631,15,131.0459539536
16632,14,71.4569588448
16633,21,58.1934436834
16634,20,42.6135270918
16635,19,79.9136249683
16636,15,52.9766525189
16637,10,33.0507129926
16638,24,47.0620442596
16639,23,40.4081154273
16640,20,43.2049330184
16641,16,33.7012947111
16642,16,25.9172899556
16643,20,22.199441251
16644,17,91.7250814948
16645,18,85.3788260475
16646,11,43.3051021769
16647,16,28.5230430423
16648,22,35.4304048031
16649,21,26.2235682197
16650,16,98.8461768343
16651,17,69.133047177
16652,17,383.3417067246
16653,18,202.2100643906
16654,22,124.1119593959
16655,20,70.6769399112
16656,16,39.4663709557
16657,31,47.1417804682
16658,16,60.9628394187
16659,21,56.7750986558
16660,26,106.4221349606
16661,23,59.3687784224
16662,20,78.5326825073
16663,20,54.8982814169
16664,21,78.4528215393
16665,20,62.0095895706
16666,12,45.7165910937
16667,22,39.7142223703
16668,24,36.8525156032
16669,11,50.4990703861
16670,14,57.8543674093
16671,10,39.7699610991
16672,11,28.7373089466
16673,12,21.3691177412
16674,20,21.6750881193
16675,10,12.4948353476
16676,13,11.7204338668
16677,14,21.4829698576
16678,16,18.5716952143
16679,17,23.4885376399
16680,20,28.7344289582
16681,17,26.2067816402
16682,15,29.2281194326
16683,15,29.1012415497
16684,17,20.4259191544
16685,12,15.359259695
16686,14,28.1935082371
16687,19,41.157416248
16688,18,31.9710952035
16689,20,91.7498383048
16690,20,54.6485213233
16691,22,41.1810327876
16692,15,28.4117054802
16693,21,23.2541357265
16694,17,53.6753933159
16695,16,39.9165684998
16696,14,27.300211068
16697,13,27.5581567506
16698,23,29.2270376422
16699,22,30.3000308239
16700,26,50.2219273865
16701,18,69.512767458
16702,11,38.7139022566
16703,12,63.5736633698
16704,10,33.220063578
16705,16,78.8938724942
16706,28,204.990036332
16707,18,127.1334208685
16708,25,86.4886306428
16709,8,63.824814075
16710,18,46.0565410371
16711,17,23.2259922055
16712,21,44.5702343613
16713,22,40.0074319979
16714,12,30.1462324438
16715,7,20.0617317695
16716,19,44.8458439048
16717,12,39.9548943668
16718,18,28.5286665279
16719,15,30.6976766802
16720,13,33.5446086873
16721,20,49.5087255082
16722,21,28.6632240692
16723,19,35.3745470446
16724,26,60.6052438997
16725,16,50.1013769276
16726,14,83.5603531578
16727,17,54.9073943578
16728,20,44.1180014504
16729,24,55.4863686148
16730,20,33.0756670311
16731,16,28.683143694
16732,18,104.9976440024
16733,12,57.647673039
16734,19,41.3808269023
16735,19,89.1766984467
16736,17,103.6650452424
16737,15,111.4121590743
16738,17,81.8812272091
16739,12,57.8860187862
16740,12,53.3991590017
16741,27,46.627866054
16742,22,40.4444027079
16743,15,33.1232266731
16744,11,21.8547460821
16745,27,17.6718547637
16746,19,23.0182041609
16747,19,17.0321749631
16748,14,17.3460240139
16749,17,194.8122603834
16750,19,109.5812765249
16751,17,138.214188223
16752,16,76.909861819
16753,17,46.7164426362
16754,20,157.6641497038
16755,23,123.8162748003
16756,19,138.8779517099
16757,18,91.1220157494
16758,17,48.0992826787
16759,14,44.6415441609
16760,18,107.2217142714
16761,17,67.0618658616
16762,20,77.8987878194
16763,15,45.6995852357
16764,21,78.5456754947
16765,13,53.9753696977
16766,10,50.9637943786
16767,18,49.9302914762
16768,22,40.9329605789
16769,17,43.2542440234
16770,17,52.9602386155
16771,19,39.6663680783
16772,19,125.0820942238
16773,17,1116.3135412054
16774,13,572.7901075967
16775,20,335.9730075036
16776,18,199.9838684325
16777,14,104.7481989924
16778,12,59.8690338515
16779,15,51.4172624154
16780,17,34.1551426199
16781,23,59.6780624456
16782,20,83.923417299
16783,18,61.6436838575
16784,23,44.1671106529
16785,17,29.980123365
16786,28,139.2212413093
16787,12,88.3456999231
16788,16,61.0557377212
16789,18,46.6827813475
16790,14,40.8082474501
16791,10,35.3340397002
16792,15,41.9040737951
16793,19,42.1608780041
16794,24,39.9389164799
16795,10,21.8785443334
16796,15,29.2427336812
16797,15,28.468535957
16798,15,20.8077793228
16799,26,59.7738019601
16800,21,62.6765790524
16801,26,42.9562501062
16802,18,65.4897352126
16803,19,119.8602008184
16804,20,73.0829515002
16805,16,73.6695770193
16806,16,51.5610865233
16807,18,80.1147172126
16808,19,92.1400263599
16809,21,57.5032549172
16810,17,71.8264814226
16811,17,52.9531597974
16812,20,40.8554181961
16813,14,41.5022493531
16814,21,150.4989014608
16815,17,88.8486254526
16816,19,274.6851124198
16817,20,242.9386550663
16818,23,191.1797077407
16819,18,115.3308588288
16820,19,99.3834868174
16821,21,74.7433920212
16822,17,56.2173866413
16823,19,51.7218977886
16824,14,40.077148286
16825,16,38.1218976661
16826,14,21.9846467651
16827,18,29.4809407318
16828,22,56.1286378951
16829,17,55.1491860192
16830,19,45.45203581
16831,13,43.9951456222
16832,19,60.1610626379
16833,19,43.5593818456
16834,16,27.4522820661
16835,19,145.3790179294
16836,18,84.8717659248
16837,18,85.6308886158
16838,16,56.6476792343
16839,13,31.7214121531
16840,16,27.8858209769
16841,16,36.1914375197
16842,10,23.5235645551
16843,15,17.9315308005
16844,18,35.5326797848
16845,22,54.5137465912
16846,20,60.7111472795
16847,14,34.4191397992
16848,25,33.7539008848
16849,15,797.2497465475
16850,20,406.6359629147
16851,17,220.9536043444
16852,18,128.4847817121
16853,16,99.4429177288
16854,18,72.0957370006
16855,18,73.4168072907
16856,18,92.2812757088
16857,23,61.0541784256
16858,16,56.6029269631
16859,19,46.0916175931
16860,18,76.9517853713
16861,13,98.5720354855
16862,15,58.1435774114
16863,11,33.4714378017
16864,12,32.0709608913
16865,21,27.1422309532
16866,16,84.7601412854
16867,24,49.191041638
16868,14,26.4428116806
16869,12,20.0112784869
16870,16,22.4833888053
16871,18,23.8956649511
16872,12,53.9015296888
16873,23,45.3296093336
16874,21,85.6088560921
16875,23,151.4265575239
16876,22,83.0623278921
16877,28,88.9728917342
16878,19,65.5021411339
16879,15,38.6226683888
16880,9,47.4221467925
16881,13,33.5782093471
16882,17,242.5654603341
16883,21,131.7224746717
16884,22,94.8462976813
16885,20,91.4304186456
16886,17,100.2794959453
16887,17,135.9779092829
16888,11,70.5495858285
16889,26,54.243608283
16890,22,142.8484724271
16891,17,106.7730427761
16892,26,87.3795128788
16893,22,59.1886952621
16894,27,54.3267965117
16895,14,179.8534664103
16896,7,90.8005045661
16897,8,54.0865228631
16898,20,41.8294417344
16899,18,30.090441549
16900,13,23.587018135
16901,17,34.8907813021
16902,16,32.8288167444
16903,15,17.2444591212
16904,26,118.0124154595
16905,19,99.2274644018
16906,19,54.731810343
16907,17,45.0588590141
16908,14,27.511520497
16909,23,43.2809890761
16910,15,59.0831539091
16911,18,100.0959242027
16912,17,103.1304106177
16913,26,59.3631291624
16914,20,47.4292206054
16915,21,38.5666558968
16916,12,23.2738923038
16917,20,44.5289246503
16918,17,102.4470755204
16919,19,74.2463989076
16920,12,76.6703941909
16921,28,82.2011694406
16922,23,71.7907895705
16923,19,66.2965533145
16924,21,42.9371473779
16925,18,30.6820650738
16926,18,42.3541548801
16927,16,43.1933424169
16928,12,25.2653245639
16929,18,37.1974888361
16930,23,36.483073071
16931,15,30.4640013558
16932,14,37.2121963041
16933,9,56.0555584192
16934,23,69.2288713384
16935,18,36.1386933429
16936,21,37.7700506679
16937,15,28.9007241857
16938,25,28.5336416308
16939,17,35.0903132473
16940,14,20.811106152
16941,24,1111.1156433496
16942,15,564.4395016043
16943,14,299.6183095615
16944,23,204.1638275977
16945,23,119.1725606781
16946,20,330.3181962649
16947,21,167.9040402338
16948,14,109.6829746443
16949,19,77.3961058516
16950,18,53.9254662949
16951,13,35.4871398614
16952,22,52.0742707831
16953,17,152.3936700879
16954,12,210.9093428069
16955,18,114.9095240845
16956,19,63.4246333209
16957,13,61.7374188375
16958,21,54.1477539648
16959,21,79.761896011
16960,25,124.9576471339
16961,18,118.0234085424
16962,16,86.1724263911
16963,16,63.2078002762
16964,19,44.6387073239
16965,17,49.9042305057
16966,19,44.4682274778
16967,17,29.5891588626
16968,15,49.1933531085
16969,15,136.4025911405
16970,18,103.3516979664
16971,22,461.1904353863
16972,16,248.2024736163
16973,22,155.0443932634
16974,22,80.9612552438
16975,17,54.5455096403
16976,14,42.5098304552
16977,27,87.4743923811
16978,14,63.2160218339
16979,16,58.9782526396
16980,21,38.5210742595
16981,17,38.3378170272
16982,24,221.3403686863
16983,20,174.6720734158
16984,9,138.3847483071
16985,18,102.5647429981
16986,18,56.6064045148
16987,17,49.2982883134
16988,12,35.7755727174
16989,16,55.2639312596
16990,21,54.1015225526
16991,20,87.2269744991
16992,11,62.7890145192
16993,21,67.1518106593
16994,19,45.5756763812
16995,22,53.1748478158
16996,15,69.881331368
16997,21,54.6184369116
16998,13,28.4260711785
16999,18,22.6377352081
17000,16,35.0310046264
17001,20,26.8756989394
17002,14,37.0285766032
17003,28,47.5415981142
17004,20,96.8839702587
17005,26,115.0445590845
17006,12,63.4341549941
17007,24,51.7268237009
17008,16,28.4770389612
17009,25,152.3233341655
17010,14,109.5774790599
17011,16,68.5150640026
17012,14,39.3355415931
17013,17,29.2863348025
17014,20,24.1631577419
17015,19,82.7935116619
17016,19,52.8381365348
17017,28,45.6299765253
17018,14,37.4394217926
17019,14,46.24514571
17020,17,102.7450586346
17021,17,63.0936090576
17022,22,55.1750074014
17023,15,56.2758182985
17024,19,64.721079831
17025,16,49.5937096526
17026,16,32.8232803519
17027,17,37.5560286237
17028,15,42.5457607846
17029,22,31.3753704282
17030,17,33.0429926002
17031,16,32.8425278135
17032,18,453.4227414494
17033,17,275.7246772318
17034,13,294.3621939027
17035,20,151.0825545462
17036,17,81.2553002262
17037,28,99.9426637865
17038,18,76.3824283363
17039,22,54.979402523
17040,15,37.6613462868
17041,18,71.1460641328
17042,17,100.5778303333
17043,21,64.1514652177
17044,23,193.7370868078
17045,20,120.3160165205
17046,19,169.1040018899
17047,20,136.2643951154
17048,14,119.7584175743
17049,19,81.4049925741
17050,24,45.7042820121
17051,13,27.5395997266
17052,14,42.8760076841
17053,16,28.2685502635
17054,27,67.5644972106
17055,10,92.6327920588
17056,23,64.3709699691
17057,20,43.2278458016
17058,14,28.996274948
17059,16,31.405108067
17060,16,44.6443913128
17061,16,41.1788767626
17062,23,35.4695868196
17063,26,116.0159839185
17064,18,74.5482986333
17065,17,44.840708906
17066,17,40.1567462905
17067,21,26.3738598679
17068,18,133.7627352061
17069,13,71.6470477853
17070,12,39.9675880947
17071,13,24.3774518046
17072,24,40.0811916731
17073,18,79.9382973369
17074,16,46.9514663102
17075,13,28.9096747596
17076,15,70.6501628896
17077,15,37.5785261493
17078,17,49.775302827
17079,19,41.716859505
17080,15,30.454947994
17081,18,30.0338217231
17082,22,59.5087806896
17083,13,37.8430852059
17084,12,31.9810855385
17085,19,41.0314986824
17086,18,32.1526654436
17087,15,30.4400220625
17088,24,34.6250100845
17089,20,42.3613210235
17090,23,59.3397538477
17091,21,37.3749811324
17092,20,31.1178323841
17093,15,19.4112080577
17094,21,27.8317759264
17095,12,17.3027323876
17096,18,33.2122627597
17097,16,30.3842528841
17098,25,50.9449869313
17099,14,67.0560076562
17100,22,57.1773643563
17101,18,46.3001681535
17102,19,263.7500384936
17103,20,199.3920096872
17104,22,146.2451852774
17105,18,85.1959111312
17106,12,63.4819673633
17107,15,44.2587525208
17108,19,69.4703677459
17109,13,41.8658064267
17110,17,29.2042827549
17111,14,30.9151232304
17112,20,75.6548135397
17113,19,104.5795048808
17114,19,62.6930656144
17115,23,53.408439105
17116,20,88.8483394065
17117,24,170.7673582872
17118,21,114.8865320879
17119,24,63.1440871719
17120,18,98.3991828364
17121,16,86.1763486293
17122,22,79.6622302769
17123,17,112.3870198639
17124,28,90.7613310623
17125,19,59.1133685865
17126,19,234.1647049932
17127,15,127.4630613068
17128,14,66.5580396981
17129,18,35.6100831087
17130,19,24.1627312029
17131,17,79.6737024756
17132,14,51.9242597626
17133,18,30.7402919831
17134,18,39.4320079398
17135,10,30.7814093695
17136,15,20.6341301567
17137,18,49.3891635398
17138,19,62.5552299195
17139,15,107.3741220454
17140,13,90.2524511181
17141,16,139.2848226898
17142,22,112.7582931974
17143,18,104.8883215389
17144,14,76.0330990714
17145,17,77.8354065908
17146,15,49.3110399847
17147,17,41.4522024261
17148,20,282.2087269003
17149,25,163.9486220426
17150,21,94.6670944222
17151,15,50.4230207397
17152,13,45.222475811
17153,24,69.9994237468
17154,17,48.6661284484
17155,17,36.8399551256
17156,16,28.6915070977
17157,23,30.3449728633
17158,24,73.9982463266
17159,11,38.5176980484
17160,17,30.6931173403
17161,17,25.7260769848
17162,17,83.5270636033
17163,16,137.7037553081
17164,16,76.3661233
17165,17,70.2178052564
17166,15,2986.5986474192
17167,20,1511.8158412691
17168,23,774.1726436768
17169,15,411.1762569352
17170,13,214.3270701618
17171,20,120.9840257511
17172,20,88.362371296
17173,21,65.2561197572
17174,17,39.4585069712
17175,20,468.0958292434
17176,15,273.9549066632
17177,20,145.0820200398
17178,18,81.5243209011
17179,21,61.7831742404
17180,18,51.1999785457
17181,23,77.1320308426
17182,19,110.6996796914
17183,11,75.1030456844
17184,13,43.8826996322
17185,18,39.7683113154
17186,10,26.5780342688
17187,27,35.9979144509
17188,21,29.1490262895
17189,17,451.3681241465
17190,14,230.0033858738
17191,18,1370.4390253767
17192,12,693.6974495601
17193,17,377.1507593909
17194,17,190.5809549135
17195,14,101.1489560368
17196,21,80.9465878575
17197,20,46.5281242208
17198,14,41.4839335688
17199,17,215.4371580975
17200,20,146.4811246791
17201,19,210.9970277478
17202,21,200.0797095426
17203,15,106.3371528798
17204,22,87.1120674955
17205,12,60.2953268121
17206,16,53.6741204263
17207,21,153.515199268
17208,11,83.1252654086
17209,12,123.3933129585
17210,17,67.3733742327
17211,16,53.0891237199
17212,13,34.7041493737
17213,21,35.6831904994
17214,14,41.1620314411
17215,15,50.5431102889
17216,20,41.3661227549
17217,16,45.829677712
17218,24,43.5283339423
17219,17,51.3531543704
17220,22,83.1347658
17221,13,77.0112912688
17222,19,55.169861211
17223,16,41.5886604807
17224,19,181.6035829271
17225,31,116.922281998
17226,16,228.1006855198
17227,23,128.7993626016
17228,23,75.3226911301
17229,21,11965.8940420371
17230,23,6095.5797724133
17231,16,3062.8591683294
17232,26,1555.6140431315
17233,13,785.5107607118
17234,13,454.6096949794
17235,12,235.3226108449
17236,17,122.3724109772
17237,23,70.6137329231
17238,25,172.229725875
17239,14,99.634180758
17240,20,69.2736988979
17241,26,43.1830370574
17242,14,87.9188392425
17243,17,99.6599017833
17244,22,83.2475126339
17245,21,50.4976979864
17246,16,1716.9034935347
17247,19,931.5914522172
17248,21,477.2407316015
17249,14,242.6252774168
17250,13,128.8506974056
17251,17,83.6614551706
17252,14,111.5522977831
17253,25,216.4199732173
17254,19,176.5867635901
17255,18,283.9107298177
17256,21,145.0799378456
17257,18,86.7434722595
17258,25,64.92730974
17259,21,38.0391665012
17260,26,125.5147432816
17261,14,84.5284096505
17262,23,108.0092007747
17263,13,137.4856755281
17264,18,116.3099873567
17265,15,64.2586569559
17266,18,59.6450864495
17267,19,36.2747221439
17268,15,38.2982914556
17269,26,38.7802682477
17270,20,22.4429807891
17271,18,31.5360671652
17272,13,35.0219851545
17273,14,119.5140691558
17274,18,112.2224005855
17275,18,128.3278744079
17276,23,161.7348567531
17277,10,97.1495686424
17278,15,72.0979986181
17279,18,128.4645985838
17280,16,81.8726914292
17281,18,62.230762571
17282,19,52.9889495637
17283,16,36.1814029901
17284,15,21.8864034864
17285,26,45.4595171892
17286,23,29.3116765393
17287,29,49.0114544684
17288,22,40.9153393888
17289,20,102.6092021932
17290,17,70.3554803729
17291,13,51.7392813316
17292,19,55.5069505771
17293,24,109.8850224311
17294,16,74.8639339737
17295,24,62.2944186527
17296,19,40.9380639223
17297,21,97.635716091
17298,14,61.5358290421
17299,22,149.827934079
17300,11,109.9189551889
17301,14,56.6793144735
17302,20,55.82401532
17303,22,38.2088593474
17304,16,38.0053709253
17305,22,59.1743068925
17306,21,67.4845265424
17307,12,59.9695835528
17308,20,42.1263229719
17309,13,67.6697132945
17310,16,57.0341099408
17311,12,40.8456748751
17312,16,24.8079443398
17313,15,49.7586715396
17314,17,31.0768912234
17315,24,36.2833168018
17316,18,67.8291335202
17317,14,49.4571498464
17318,19,49.8200926031
17319,6,25.0408344512
17320,22,36.1550992179
17321,21,32.836973967
17322,7,19.7617115188
17323,19,16.7026527786
17324,20,15.9262801622
17325,19,35.7918387283
17326,23,90.0284105196
17327,9,55.6598228177
17328,14,45.5026893553
17329,16,26.5970002124
17330,25,68.9375161545
17331,16,46.5731083694
17332,22,35.1135719045
17333,10,21.0994554854
17334,21,37.3166236255
17335,18,40.5572110967
17336,16,35.0175225512
17337,21,46.7669084416
17338,16,29.7315137687
17339,15,21.2564814055
17340,15,26.2613540029
17341,23,60.9038945436
17342,7,33.5978423383
17343,17,32.0144463064
17344,26,32.0855295361
17345,24,228.7570688319
17346,18,128.8117525692
17347,27,93.6203959823
17348,18,62.9779882999
17349,25,62.0310661384
17350,24,38.7905728546
17351,19,47.7977550761
17352,12,26.1458438984
17353,17,102.4822830569
17354,14,66.8734391667
17355,18,58.1893452783
17356,10,35.9945284805
17357,18,32.3912342275
17358,27,61.1838451211
17359,16,42.7076622104
17360,19,28.413776362
17361,24,116.6671043653
17362,20,59.7009864861
17363,19,37.5018418995
17364,23,32.9480489447
17365,16,25.3260720587
17366,26,35.0625862666
17367,14,24.0820002341
17368,17,26.4036337188
17369,15,30.4274663865
17370,22,128.2456375634
17371,21,70.9523882704
17372,20,133.3171353727
17373,24,69.4645200591
17374,18,42.4607917161
17375,22,39.0962647143
17376,18,44.9335672743
17377,21,81.7555583778
17378,25,66.0637845014
17379,21,60.4951091289
17380,17,42.1224283659
17381,24,88.122592278
17382,21,154.9956355286
17383,13,84.1559141233
17384,22,73.0487854888
17385,14,68.3307618849
17386,19,93.260266824
17387,20,55.4329382174
17388,19,45.870625115
17389,12,35.7657262988
17390,14,46.2966960967
17391,14,25.718703342
17392,15,853.0081107594
17393,20,453.277650539
17394,21,227.8546305338
17395,19,144.5391714736
17396,11,91.0190609101
17397,19,81.251549825
17398,13,63.8527401678
17399,17,134.7667904602
17400,17,109.7299708445
17401,22,67.0589617141
17402,14,37.8852727096
17403,24,78.0731469579
17404,19,50.6089391805
17405,16,39.7894117214
17406,18,43.2593572619
17407,19,44.3368944161
17408,20,32.9165221063
17409,21,30.0515184611
17410,21,26.9356724347
17411,21,37.7071364583
17412,16,27.055021899
17413,15,53.0748753119
17414,13,113.271795803
17415,13,60.0476724237
17416,16,42.1616453695
17417,13,21.38970155
17418,15,15.3498412919
17419,19,40.393213952
17420,19,36.9805432427
17421,20,106.5493925191
17422,24,72.3261209919
17423,18,54.9911941419
17424,16,110.8858397201
17425,18,82.9110797169
17426,18,45.0210312549
17427,14,38.3648090067
17428,13,450.1612861544
17429,19,241.5473179711
17430,14,122.9362404832
17431,15,84.2196774768
17432,24,104.5548369482
17433,11,56.2197753648
17434,16,103.7903009929
17435,14,57.3248704752
17436,21,45.7085858282
17437,16,45.9570128627
17438,16,31.5824516778
17439,19,79.195136487
17440,15,47.5862473374
17441,27,45.6245866883
17442,10,23.5029556016
17443,11,25.874938932
17444,16,22.388349237
17445,15,61.6013929224
17446,19,37.4240864129
17447,16,67.2334308518
17448,11,44.7187206396
17449,11,23.5344314285
17450,20,21.7821861748
17451,15,22.6547423922
17452,15,34.1180278005
17453,23,71.6026114925
17454,22,93.6506858498
17455,22,72.4872803011
17456,20,55.0275593633
17457,14,107.9068293484
17458,14,60.0061444848
17459,17,42.0849235915
17460,12,22.6112717939
17461,13,20.5109435333
17462,15,16.7369307991
17463,26,27.0334206514
17464,19,93.658315155
17465,22,56.3478162352
17466,11,50.9928274846
17467,17,35.5895792479
17468,17,24.6549143398
17469,23,28.6459716834
17470,20,31.6731541146
17471,12,25.1362693918
17472,13,55.1717062157
17473,15,30.4453951494
17474,24,39.6327122137
17475,24,48.4748417268
17476,7,52.7299580004
17477,14,46.9798217397
17478,20,121.5582873248
17479,16,77.062883008
17480,10,51.728526697
17481,18,56.940331782
17482,18,32.577138944
17483,13,29.8662613206
17484,17,20.4658437256
17485,18,27.4076881363
17486,17,33.9424762595
17487,9,29.1382907764
17488,21,67.273989209
17489,20,60.5650117592
17490,20,35.1929180412
17491,16,41.9525711943
17492,15,37.0411944246
17493,21,43.5871302463
17494,26,45.6685175491
17495,18,49.7488358452
17496,19,33.1827155927
17497,22,83.3151311332
17498,19,59.7708743754
17499,18,40.8219007077
17500,19,74.7931379811
17501,10,44.9129376331
17502,21,33.0355205553
17503,15,22.2066979741
17504,19,20.6187346681
17505,12,15.385100524
17506,15,14.6524515529
17507,21,65.1795247029
17508,29,62.8489085585
17509,18,76.4199371259
17510,22,47.8485441189
17511,17,38.3041729825
17512,16,37.2341338168
17513,15,56.1123218686
17514,19,59.1494103722
17515,9,38.3640625148
17516,14,793.4195349334
17517,20,427.1429849195
17518,10,227.4007655953
17519,21,131.9673235732
17520,13,76.7557795076
17521,20,42.1579301098
17522,18,30.6502093572
17523,15,34.2924259776
17524,16,329.5671001089
17525,24,304.1048472015
17526,16,161.5955333507
17527,27,95.7453281573
17528,22,73.3260519803
17529,19,61.5205961679
17530,22,47.7931130765
17531,24,42.1659829478
17532,22,37.0170460844
17533,21,34.6721538803
17534,20,29.9106433757
17535,22,57.4300717203
17536,24,47.4902307241
17537,12,31.9844046855
17538,15,16.7600982254
17539,16,14.6218303994
17540,27,37.2722246947
17541,17,42.6002003685
17542,22,59.0857113738
17543,16,54.0287388025
17544,23,53.1497001777
17545,19,39.4107607753
17546,20,29.7285403982
17547,17,23.9857648868
17548,21,24.8720602256
17549,17,24.4308543363
17550,15,23.2229517238
17551,13,18.0242501969
17552,23,36.8814773016
17553,22,35.1324281815
17554,12,30.0713006774
17555,15,30.8114227777
17556,24,40.7483521522
17557,17,37.9356442106
17558,13,153.8293844703
17559,15,123.2949975174
17560,18,65.1312031318
17561,11,32.8053645087
17562,18,23.9322649936
17563,24,31.6782735094
17564,17,28.3171719028
17565,20,62.1210651747
17566,22,47.9309479985
17567,18,27.7707761893
17568,17,47.1594870102
17569,15,38.5261744987
17570,17,26.2250686568
17571,17,20.6744916492
17572,14,39.4790165219
17573,13,25.5277510951
17574,18,18.1807340898
17575,14,28.9750162428
17576,19,20.6512797461
17577,9,15.2182134626
17578,14,35.9334773475
17579,26,59.8984431548
17580,16,41.0000325894
17581,19,87.5061577411
17582,16,50.7587488962
17583,12,35.9682142616
17584,15,34.8434678907
17585,17,68.5601010737
17586,19,48.7252331298
17587,20,60.0652224551
17588,16,39.3160103478
17589,10,84.2238205308
17590,15,196.928982642
17591,15,107.5213792739
17592,16,58.7331587755
17593,15,44.4212139838
